	UMAP1	UMAP2
293T_TFF1_DNA_Pool-1_1D:U4:97:03	1.4899105	7.9378877
293T_TFF1_DNA_Pool-1_1D:U4:N0:12	-1.195824	7.0494647
293T_TFF1_DNA_Pool-1_1D:U4:N8:07	0.82873064	6.013121
293T_TFF1_DNA_Pool-1_1D:U4:T2:07	-0.6130323	9.478986
293T_TFF1_DNA_Pool-1_1D:U7:0J:07	-0.20035447	10.0409
293T_TFF1_DNA_Pool-1_1D:U7:46:12	0.20562786	9.377964
293T_TFF1_DNA_Pool-1_1D:V1:08:03	-0.1311501	7.8014007
293T_TFF1_DNA_Pool-1_1D:V1:Y2:02	0.8764735	6.271745
293T_TFF1_DNA_Pool-1_1D:V2:94:07	0.9174336	9.104627
293T_TFF1_DNA_Pool-1_1D:V2:W1:07	0.7003261	7.6714287
293T_TFF1_DNA_Pool-1_1D:V5:Z3:07	-1.931748	7.553727
293T_TFF1_DNA_Pool-1_1D:V6:94:07	-0.20434114	6.5074744
293T_TFF1_DNA_Pool-1_1D:V6:Z3:07	-0.4641844	9.625544
293T_TFF1_DNA_Pool-1_1D:V9:P8:07	1.1687676	8.891848
293T_TFF1_DNA_Pool-1_1D:V9:X3:12	0.06637495	6.7494073
293T_TFF1_DNA_Pool-1_1D:W0:F3:07	-0.3287364	9.803236
293T_TFF1_DNA_Pool-1_1D:W0:G9:07	0.6658574	10.622458
293T_TFF1_DNA_Pool-1_1D:W0:N8:07	-1.8282284	6.9726954
293T_TFF1_DNA_Pool-1_1D:W0:W2:07	1.9858348	7.953165
293T_TFF1_DNA_Pool-1_1D:W3:X7:12	0.24464828	10.819921
293T_TFF1_DNA_Pool-1_1D:W7:E1:07	0.25303343	5.9070115
293T_TFF1_DNA_Pool-1_1D:W8:Y2:07	0.49619758	7.2548966
293T_TFF1_DNA_Pool-1_1D:X2:N3:07	-0.43804976	9.150371
293T_TFF1_DNA_Pool-1_1D:X5:14:07	0.6088659	6.883358
293T_TFF1_DNA_Pool-1_1D:X5:17:07	-0.2972337	7.8682775
293T_TFF1_DNA_Pool-1_1D:X5:41:07	2.3739312	9.260214
293T_TFF1_DNA_Pool-1_1D:X5:69:07	-1.3882413	9.620486
293T_TFF1_DNA_Pool-1_1D:X5:A0:07	-1.8454528	10.915165
293T_TFF1_DNA_Pool-1_1D:X5:A4:07	-1.9262817	8.490858
293T_TFF1_DNA_Pool-1_1D:X5:C0:07	-1.1850281	7.2316647
293T_TFF1_DNA_Pool-1_1D:X5:D4:07	-0.6242735	7.388022
293T_TFF1_DNA_Pool-1_1D:X5:D7:07	0.10544849	9.146255
293T_TFF1_DNA_Pool-1_1D:X5:H4:07	0.7275565	10.328773
293T_TFF1_DNA_Pool-1_1D:X5:I9:07	2.5379543	9.252095
293T_TFF1_DNA_Pool-1_1D:X5:J3:07	-0.08876043	7.3441553
293T_TFF1_DNA_Pool-1_1D:X5:O6:12	-0.27188864	8.023248
293T_TFF1_DNA_Pool-1_1D:X5:O9:07	0.6617902	8.734176
293T_TFF1_DNA_Pool-1_1D:X5:T8:07	0.14696924	8.759997
293T_TFF1_DNA_Pool-1_1D:X5:X0:07	-1.4641584	10.597691
293T_TFF1_DNA_Pool-1_1D:X5:Z0:07	-1.0020896	9.871329
293T_TFF1_DNA_Pool-1_1D:X6:0O:07	0.6740344	9.839843
293T_TFF1_DNA_Pool-1_1D:X6:T4:12	-1.3530616	9.689842
293T_TFF1_DNA_Pool-1_1D:X9:T0:12	0.79492295	8.1066265
293T_TFF1_DNA_Pool-1_1D:Y3:M0:12	-0.3790555	10.704555
293T_TFF1_DNA_Pool-1_1D:Y3:M4:07	-2.2333674	8.667949
293T_TFF1_DNA_Pool-1_1D:Y3:U5:01	1.7150217	10.173882
293T_TFF1_DNA_Pool-1_1D:Z1:A4:12	-1.3655314	8.667364
293T_TFF1_DNA_Pool-1_1D:Z5:P3:07	-1.9198921	10.122188
293T_TFF1_DNA_Pool-1_1C:08:M8:11	-0.5843129	7.960053
293T_TFF1_DNA_Pool-1_1C:0A:H6:11	-1.6173544	10.089543
293T_TFF1_DNA_Pool-1_1C:0E:0R:07	1.5357906	9.324552
293T_TFF1_DNA_Pool-1_1C:0H:T0:11	-1.8686724	10.843379
293T_TFF1_DNA_Pool-1_1C:0I:50:07	-1.1012043	9.035745
293T_TFF1_DNA_Pool-1_1C:0Q:F8:08	-1.6570044	9.356174
293T_TFF1_DNA_Pool-1_1C:0X:29:02	-1.045722	8.345534
293T_TFF1_DNA_Pool-1_1C:0X:G0:01	-1.9904078	7.187218
293T_TFF1_DNA_Pool-1_1C:0X:O5:11	0.09257095	8.074041
293T_TFF1_DNA_Pool-1_1C:0Y:54:08	0.7896718	6.269472
293T_TFF1_DNA_Pool-1_1C:0Y:56:11	0.9251622	7.47103
293T_TFF1_DNA_Pool-1_1C:0Y:G4:06	-0.94516915	8.981748
293T_TFF1_DNA_Pool-1_1C:0Y:G5:11	2.101441	7.8951235
293T_TFF1_DNA_Pool-1_1C:0Y:J0:08	-1.5951221	6.7184887
293T_TFF1_DNA_Pool-1_1C:0Y:L6:11	-1.5043969	6.786459
293T_TFF1_DNA_Pool-1_1C:0Y:M0:08	2.08965	8.966567
293T_TFF1_DNA_Pool-1_1C:0Y:X3:11	1.4448729	6.5696607
293T_TFF1_DNA_Pool-1_1C:0Y:X4:09	1.5879884	7.9692183
293T_TFF1_DNA_Pool-1_1C:11:G5:08	-2.5544188	7.1406436
293T_TFF1_DNA_Pool-1_1C:11:N7:11	-1.3930441	7.70669
293T_TFF1_DNA_Pool-1_1C:19:M8:08	0.2998337	8.274651
293T_TFF1_DNA_Pool-1_1C:23:T4:08	-0.30450198	9.907834
293T_TFF1_DNA_Pool-1_1C:24:46:11	-2.354036	7.2237444
293T_TFF1_DNA_Pool-1_1C:24:X8:01	0.5632795	8.145852
293T_TFF1_DNA_Pool-1_1C:32:B0:08	-0.82045865	9.333384
293T_TFF1_DNA_Pool-1_1C:32:H6:11	-1.0388722	8.287767
293T_TFF1_DNA_Pool-1_1C:39:J3:01	-0.6484377	6.090988
293T_TFF1_DNA_Pool-1_1C:40:H2:08	-0.35089532	10.477381
293T_TFF1_DNA_Pool-1_1C:47:B2:11	-0.34244236	6.026702
293T_TFF1_DNA_Pool-1_1C:47:F3:11	2.117182	8.734421
293T_TFF1_DNA_Pool-1_1C:47:F8:08	-0.8591463	6.073681
293T_TFF1_DNA_Pool-1_1C:47:J3:01	-2.0319223	5.969345
293T_TFF1_DNA_Pool-1_1C:47:O9:11	1.2832606	7.3478193
293T_TFF1_DNA_Pool-1_1C:47:T2:11	1.2921214	6.537847
293T_TFF1_DNA_Pool-1_1C:60:18:11	-2.630387	9.748466
293T_TFF1_DNA_Pool-1_1C:60:E1:09	0.21309237	8.479032
293T_TFF1_DNA_Pool-1_1C:63:17:11	-0.26468265	9.706468
293T_TFF1_DNA_Pool-1_1C:63:E6:11	-0.33551508	10.375786
293T_TFF1_DNA_Pool-1_1C:71:0R:09	-1.6072222	9.847901
293T_TFF1_DNA_Pool-1_1C:72:J4:11	-0.8277763	7.051089
293T_TFF1_DNA_Pool-1_1C:72:P0:08	-0.65693355	10.152822
293T_TFF1_DNA_Pool-1_1C:76:76:08	-2.9814298	7.817336
293T_TFF1_DNA_Pool-1_1C:80:J3:01	0.35316512	6.937849
293T_TFF1_DNA_Pool-1_1C:83:O2:11	-2.0056589	8.509612
293T_TFF1_DNA_Pool-1_1C:83:Y6:11	0.56322896	9.824783
293T_TFF1_DNA_Pool-1_1C:95:24:08	0.026659727	5.9514875
293T_TFF1_DNA_Pool-1_1C:95:F8:07	1.084441	10.516962
293T_TFF1_DNA_Pool-1_1C:95:H8:11	-0.3234682	9.694665
293T_TFF1_DNA_Pool-1_1C:95:O2:08	1.2284433	9.591352
293T_TFF1_DNA_Pool-1_1C:96:X3:11	-0.21647882	9.049028
293T_TFF1_DNA_Pool-1_1C:A4:M8:05	-1.9570953	10.540342
293T_TFF1_DNA_Pool-1_1C:A7:K1:11	-0.29038686	8.203321
293T_TFF1_DNA_Pool-1_1C:A7:Y5:01	-1.82989	6.4392486
293T_TFF1_DNA_Pool-1_1C:B1:U6:11	-3.0835962	8.661211
293T_TFF1_DNA_Pool-1_1C:B5:76:08	0.3309498	7.4567337
293T_TFF1_DNA_Pool-1_1C:B5:F3:11	-1.3390927	9.74942
293T_TFF1_DNA_Pool-1_1C:B5:K1:08	-2.211799	8.211796
293T_TFF1_DNA_Pool-1_1C:B5:M8:08	1.5428021	6.607649
293T_TFF1_DNA_Pool-1_1C:B6:G5:11	0.4775575	9.2926855
293T_TFF1_DNA_Pool-1_1C:B9:O9:05	-1.2541889	8.586968
293T_TFF1_DNA_Pool-1_1C:C4:65:11	-0.12502123	5.79822
293T_TFF1_DNA_Pool-1_1C:C8:S9:11	1.5049018	9.400342
293T_TFF1_DNA_Pool-1_1C:D9:H8:11	-0.93495476	6.996935
293T_TFF1_DNA_Pool-1_1C:E3:0R:08	-2.4296355	9.721937
293T_TFF1_DNA_Pool-1_1C:E3:C0:11	-2.5907109	8.25234
293T_TFF1_DNA_Pool-1_1C:E3:D4:01	-1.8028713	7.938819
293T_TFF1_DNA_Pool-1_1C:E3:O6:08	0.7054713	7.416
293T_TFF1_DNA_Pool-1_1C:E3:R3:08	0.7806766	8.468294
293T_TFF1_DNA_Pool-1_1C:F1:F3:07	-2.7147293	7.421277
293T_TFF1_DNA_Pool-1_1C:F6:E8:07	-1.6644536	10.361516
293T_TFF1_DNA_Pool-1_1C:F7:34:11	0.8776536	8.785757
293T_TFF1_DNA_Pool-1_1C:F7:94:08	1.9837048	9.04975
293T_TFF1_DNA_Pool-1_1C:G3:J3:01	1.8537219	8.065785
293T_TFF1_DNA_Pool-1_1C:G7:G5:11	0.5549444	8.585344
293T_TFF1_DNA_Pool-1_1C:H1:76:08	-0.18058704	9.040958
293T_TFF1_DNA_Pool-1_1C:H2:F8:11	-2.3131568	7.8839393
293T_TFF1_DNA_Pool-1_1C:H2:T0:04	2.2163765	8.05435
293T_TFF1_DNA_Pool-1_1C:H5:09:01	-1.8978219	9.23793
293T_TFF1_DNA_Pool-1_1C:I3:E2:11	1.0447687	7.9434786
293T_TFF1_DNA_Pool-1_1C:I4:0R:01	1.2760849	9.175885
293T_TFF1_DNA_Pool-1_1C:I4:O2:11	-1.1695743	7.9093175
293T_TFF1_DNA_Pool-1_1C:I7:0R:01	0.655827	10.624352
293T_TFF1_DNA_Pool-1_1C:I7:E2:08	0.04366466	8.225862
293T_TFF1_DNA_Pool-1_1C:J1:17:09	-1.4477353	9.570221
293T_TFF1_DNA_Pool-1_1C:J1:54:08	-0.82192415	7.9514904
293T_TFF1_DNA_Pool-1_1C:J1:65:08	1.0567285	6.325603
293T_TFF1_DNA_Pool-1_1C:J1:81:08	0.40222186	6.694132
293T_TFF1_DNA_Pool-1_1C:J1:E1:09	1.0817257	6.492342
293T_TFF1_DNA_Pool-1_1C:J1:T2:11	-0.21079142	6.514644
293T_TFF1_DNA_Pool-1_1C:J1:V0:08	1.3657405	10.056357
293T_TFF1_DNA_Pool-1_1C:J2:90:11	0.08615693	8.92569
293T_TFF1_DNA_Pool-1_1C:J9:0A:11	-0.78532934	7.674355
293T_TFF1_DNA_Pool-1_1C:K3:81:09	-0.65174496	6.792678
293T_TFF1_DNA_Pool-1_1C:K3:J6:08	-1.3091125	7.192369
293T_TFF1_DNA_Pool-1_1C:K7:Y6:08	1.392143	9.015674
293T_TFF1_DNA_Pool-1_1C:L2:H6:11	1.6511991	10.396755
293T_TFF1_DNA_Pool-1_1C:L6:24:11	1.1211925	8.69246
293T_TFF1_DNA_Pool-1_1C:L6:B2:11	-1.8607024	6.6419044
293T_TFF1_DNA_Pool-1_1C:L6:F3:08	-1.3616745	8.586472
293T_TFF1_DNA_Pool-1_1C:L6:F3:11	-0.5701904	7.121396
293T_TFF1_DNA_Pool-1_1C:M3:94:11	-0.23970339	8.7509775
293T_TFF1_DNA_Pool-1_1C:M8:Q8:11	-2.8702867	8.041252
293T_TFF1_DNA_Pool-1_1C:N9:0N:08	-1.469181	7.796923
293T_TFF1_DNA_Pool-1_1C:N9:0W:03	1.5141994	9.111007
293T_TFF1_DNA_Pool-1_1C:N9:41:11	-1.9776403	9.579668
293T_TFF1_DNA_Pool-1_1C:N9:F2:08	0.54302245	8.316854
293T_TFF1_DNA_Pool-1_1C:N9:H4:08	-0.2693358	7.9621267
293T_TFF1_DNA_Pool-1_1C:N9:L7:11	-0.23544663	9.270799
293T_TFF1_DNA_Pool-1_1C:N9:R7:11	-0.26520842	7.9466605
293T_TFF1_DNA_Pool-1_1C:O3:A4:11	-1.4292562	8.977675
293T_TFF1_DNA_Pool-1_1C:O7:Z8:11	-0.8318189	11.223288
293T_TFF1_DNA_Pool-1_1C:O8:M8:07	-1.2045751	9.378653
293T_TFF1_DNA_Pool-1_1C:P2:72:11	1.7592646	6.800067
293T_TFF1_DNA_Pool-1_1C:P9:72:11	-2.1568356	8.566224
293T_TFF1_DNA_Pool-1_1C:Q0:C0:11	1.0950407	7.650774
293T_TFF1_DNA_Pool-1_1C:Q4:M8:11	-0.38378644	8.209388
293T_TFF1_DNA_Pool-1_1C:Q7:O6:11	-0.48547652	8.257405
293T_TFF1_DNA_Pool-1_1C:R1:54:11	-1.2844653	6.4012947
293T_TFF1_DNA_Pool-1_1C:R5:F8:08	0.6453544	7.704909
293T_TFF1_DNA_Pool-1_1C:S7:0O:08	0.72261214	9.518351
293T_TFF1_DNA_Pool-1_1C:S7:G4:06	-0.7011314	9.35026
293T_TFF1_DNA_Pool-1_1C:S7:K1:11	-0.70189476	8.878848
293T_TFF1_DNA_Pool-1_1C:S7:Q8:08	0.2322155	9.321064
293T_TFF1_DNA_Pool-1_1C:S8:46:08	-1.4627477	8.850474
293T_TFF1_DNA_Pool-1_1C:S8:A6:11	-2.0664985	7.9531007
293T_TFF1_DNA_Pool-1_1C:S8:B2:08	0.39468977	7.815419
293T_TFF1_DNA_Pool-1_1C:S8:H2:08	-0.25002825	9.2538185
293T_TFF1_DNA_Pool-1_1C:S8:S5:08	0.48531288	9.325025
293T_TFF1_DNA_Pool-1_1C:T1:68:11	1.1007397	10.996838
293T_TFF1_DNA_Pool-1_1C:T1:B6:11	0.22851479	6.134842
293T_TFF1_DNA_Pool-1_1C:U3:17:09	1.0552068	8.663743
293T_TFF1_DNA_Pool-1_1C:U3:C0:08	-0.050922204	9.189266
293T_TFF1_DNA_Pool-1_1C:U4:50:08	-0.15653285	9.328042
293T_TFF1_DNA_Pool-1_1C:U4:50:11	0.1394466	8.036188
293T_TFF1_DNA_Pool-1_1C:U7:J3:01	-0.12736529	7.685683
293T_TFF1_DNA_Pool-1_1C:U7:M0:11	-1.9168125	9.9724655
293T_TFF1_DNA_Pool-1_1C:U8:61:07	-1.4110786	8.037206
293T_TFF1_DNA_Pool-1_1C:V2:L6:11	0.5417166	10.059999
293T_TFF1_DNA_Pool-1_1C:V2:M8:11	-1.5930965	7.2062893
293T_TFF1_DNA_Pool-1_1C:V6:K2:11	-1.5943992	7.3952355
293T_TFF1_DNA_Pool-1_1C:W8:G0:11	0.7366987	7.038266
293T_TFF1_DNA_Pool-1_1C:X1:E2:08	0.0007540419	5.992775
293T_TFF1_DNA_Pool-1_1C:X1:X7:08	0.51743543	10.148973
293T_TFF1_DNA_Pool-1_1C:X5:09:08	-0.39841723	7.5745673
293T_TFF1_DNA_Pool-1_1C:X5:0N:08	-1.6219157	6.941158
293T_TFF1_DNA_Pool-1_1C:X5:0R:11	0.5616669	8.257061
293T_TFF1_DNA_Pool-1_1C:X5:18:09	-2.100966	6.6938233
293T_TFF1_DNA_Pool-1_1C:X5:J3:01	0.1760598	7.903637
293T_TFF1_DNA_Pool-1_1C:X5:K6:08	0.5593223	7.709968
293T_TFF1_DNA_Pool-1_1C:X5:O2:08	0.2944157	9.298788
293T_TFF1_DNA_Pool-1_1C:X5:V0:11	-1.5688313	8.47958
293T_TFF1_DNA_Pool-1_1C:X6:49:11	-2.0116262	10.095254
293T_TFF1_DNA_Pool-1_1C:Z6:Y5:01	-0.76015353	7.830007
293T_TFF1_DNA_Pool-1_1B:08:H8:12	-0.3353889	7.2162075
293T_TFF1_DNA_Pool-1_1B:0A:O9:03	-0.04732021	6.7054768
293T_TFF1_DNA_Pool-1_1B:0H:0W:03	-2.2366376	7.700357
293T_TFF1_DNA_Pool-1_1B:0H:Y5:12	-1.2559409	8.251047
293T_TFF1_DNA_Pool-1_1B:0H:Z3:12	-0.9540286	11.137525
293T_TFF1_DNA_Pool-1_1B:0M:J4:01	-0.4706805	8.030805
293T_TFF1_DNA_Pool-1_1B:0M:M0:01	-1.2045673	8.345887
293T_TFF1_DNA_Pool-1_1B:0Q:76:01	0.4270589	7.7952414
293T_TFF1_DNA_Pool-1_1B:0U:Z3:03	-0.24909437	7.7499423
293T_TFF1_DNA_Pool-1_1B:0X:20:07	-0.63270843	10.370742
293T_TFF1_DNA_Pool-1_1B:0X:41:01	-0.084621385	7.5356855
293T_TFF1_DNA_Pool-1_1B:0X:61:01	0.5005184	10.404762
293T_TFF1_DNA_Pool-1_1B:0X:72:12	1.4374747	6.5448747
293T_TFF1_DNA_Pool-1_1B:0X:98:01	-0.95135075	10.919446
293T_TFF1_DNA_Pool-1_1B:0X:A0:12	-1.9627768	8.058536
293T_TFF1_DNA_Pool-1_1B:0X:D0:02	-0.9899769	6.912831
293T_TFF1_DNA_Pool-1_1B:0X:G1:12	0.95677143	8.262202
293T_TFF1_DNA_Pool-1_1B:0X:O6:12	-0.7892801	11.372863
293T_TFF1_DNA_Pool-1_1B:0X:Y2:12	-0.21227743	10.057052
293T_TFF1_DNA_Pool-1_1B:0Y:90:01	2.1033885	9.713982
293T_TFF1_DNA_Pool-1_1B:0Y:B0:12	-2.9980536	8.056325
293T_TFF1_DNA_Pool-1_1B:0Y:L0:10	-0.11595346	7.4575577
293T_TFF1_DNA_Pool-1_1B:0Y:L4:02	0.22590789	8.979224
293T_TFF1_DNA_Pool-1_1B:0Y:S6:12	1.5868021	7.827867
293T_TFF1_DNA_Pool-1_1B:12:Y1:12	0.6038027	7.0281343
293T_TFF1_DNA_Pool-1_1B:19:E6:02	-2.4941373	6.8915405
293T_TFF1_DNA_Pool-1_1B:23:W2:01	-1.3820895	8.425048
293T_TFF1_DNA_Pool-1_1B:24:H4:01	0.9476932	7.233559
293T_TFF1_DNA_Pool-1_1B:36:0W:03	-1.1285765	8.295023
293T_TFF1_DNA_Pool-1_1B:39:17:02	-1.8884704	7.877764
293T_TFF1_DNA_Pool-1_1B:39:I2:02	1.4721088	8.393206
293T_TFF1_DNA_Pool-1_1B:47:84:04	0.07621196	9.990835
293T_TFF1_DNA_Pool-1_1B:51:C4:02	-2.9232073	9.538894
293T_TFF1_DNA_Pool-1_1B:55:A4:05	-1.6669279	6.8912163
293T_TFF1_DNA_Pool-1_1B:56:84:04	0.31442562	7.5039654
293T_TFF1_DNA_Pool-1_1B:56:L3:03	-2.205405	10.232625
293T_TFF1_DNA_Pool-1_1B:64:A2:03	-2.9179645	9.179372
293T_TFF1_DNA_Pool-1_1B:64:M0:01	-0.8991576	8.277099
293T_TFF1_DNA_Pool-1_1B:64:X7:03	1.5958098	7.856624
293T_TFF1_DNA_Pool-1_1B:72:P8:12	-0.5843005	8.132005
293T_TFF1_DNA_Pool-1_1B:79:E2:01	-1.462498	6.081887
293T_TFF1_DNA_Pool-1_1B:80:Q8:02	0.6487129	8.240692
293T_TFF1_DNA_Pool-1_1B:83:T4:12	-0.9136105	9.9250765
293T_TFF1_DNA_Pool-1_1B:91:58:02	-2.3936868	8.806486
293T_TFF1_DNA_Pool-1_1B:91:F3:02	0.01642027	6.457209
293T_TFF1_DNA_Pool-1_1B:91:J4:12	-0.2873537	7.336341
293T_TFF1_DNA_Pool-1_1B:92:Y9:07	-2.7075272	10.0484085
293T_TFF1_DNA_Pool-1_1B:95:84:04	-1.1886495	7.0913305
293T_TFF1_DNA_Pool-1_1B:95:E9:12	-1.3360795	10.753382
293T_TFF1_DNA_Pool-1_1B:95:L0:07	1.1312846	10.441708
293T_TFF1_DNA_Pool-1_1B:A0:L0:10	1.5306005	6.9542375
293T_TFF1_DNA_Pool-1_1B:A4:29:02	-0.24390297	10.0010395
293T_TFF1_DNA_Pool-1_1B:A7:54:02	0.5190099	7.6653123
293T_TFF1_DNA_Pool-1_1B:A7:84:04	-0.71184164	7.517709
293T_TFF1_DNA_Pool-1_1B:B1:98:12	0.091560565	7.141224
293T_TFF1_DNA_Pool-1_1B:B2:0W:11	-0.14376013	7.2876835
293T_TFF1_DNA_Pool-1_1B:B5:98:12	-0.16117856	6.57345
293T_TFF1_DNA_Pool-1_1B:B9:20:07	-0.23600763	6.8988185
293T_TFF1_DNA_Pool-1_1B:C7:T8:01	2.144378	9.9570875
293T_TFF1_DNA_Pool-1_1B:D1:46:02	0.96293527	9.070563
293T_TFF1_DNA_Pool-1_1B:E0:Y5:12	1.3183457	8.804807
293T_TFF1_DNA_Pool-1_1B:E3:08:12	0.2325252	10.1882305
293T_TFF1_DNA_Pool-1_1B:E3:29:02	-2.0468318	7.236614
293T_TFF1_DNA_Pool-1_1B:E3:84:04	0.8591356	7.5271506
293T_TFF1_DNA_Pool-1_1B:E3:M8:12	-0.69252145	5.994002
293T_TFF1_DNA_Pool-1_1B:E3:O9:11	1.292122	7.537851
293T_TFF1_DNA_Pool-1_1B:E3:Q0:12	-1.7099683	9.848177
293T_TFF1_DNA_Pool-1_1B:E4:0V:05	1.0538479	7.550421
293T_TFF1_DNA_Pool-1_1B:E8:72:01	0.5883247	9.1167345
293T_TFF1_DNA_Pool-1_1B:F2:84:02	-0.89027125	8.150293
293T_TFF1_DNA_Pool-1_1B:F2:84:04	0.7923833	8.575376
293T_TFF1_DNA_Pool-1_1B:F5:81:02	-2.545909	8.256643
293T_TFF1_DNA_Pool-1_1B:H2:84:04	-1.924545	8.915228
293T_TFF1_DNA_Pool-1_1B:H5:E2:02	-3.1162758	8.7698145
293T_TFF1_DNA_Pool-1_1B:H6:G8:01	-0.19228141	7.500708
293T_TFF1_DNA_Pool-1_1B:H9:L7:02	-0.76595426	8.221114
293T_TFF1_DNA_Pool-1_1B:J1:50:04	-1.70392	8.211144
293T_TFF1_DNA_Pool-1_1B:J1:72:01	-1.6502172	6.753246
293T_TFF1_DNA_Pool-1_1B:J1:84:04	1.3831966	8.897551
293T_TFF1_DNA_Pool-1_1B:J1:L0:07	0.26039618	8.469214
293T_TFF1_DNA_Pool-1_1B:J1:Y1:12	-0.5311669	8.775857
293T_TFF1_DNA_Pool-1_1B:J1:Z6:12	-0.07648532	6.6978574
293T_TFF1_DNA_Pool-1_1B:L6:P8:12	0.7254599	8.298816
293T_TFF1_DNA_Pool-1_1B:L6:W2:02	0.3849227	10.143182
293T_TFF1_DNA_Pool-1_1B:L9:P0:01	0.8679834	8.970293
293T_TFF1_DNA_Pool-1_1B:M0:B2:03	-0.26834044	9.500928
293T_TFF1_DNA_Pool-1_1B:M3:18:02	0.23258276	8.503175
293T_TFF1_DNA_Pool-1_1B:M4:G8:01	1.5242546	7.378095
293T_TFF1_DNA_Pool-1_1B:M7:E1:02	0.05508142	7.852182
293T_TFF1_DNA_Pool-1_1B:N1:T4:12	-0.4216045	6.120242
293T_TFF1_DNA_Pool-1_1B:N2:0F:02	-2.9103005	7.52236
293T_TFF1_DNA_Pool-1_1B:N5:45:03	-0.49669737	8.164468
293T_TFF1_DNA_Pool-1_1B:N5:Z3:02	-0.3445937	11.073284
293T_TFF1_DNA_Pool-1_1B:N9:09:01	-1.2979425	10.665875
293T_TFF1_DNA_Pool-1_1B:N9:0W:03	1.6660454	7.6483674
293T_TFF1_DNA_Pool-1_1B:N9:37:12	0.842612	9.479947
293T_TFF1_DNA_Pool-1_1B:N9:84:04	1.1992782	8.669447
293T_TFF1_DNA_Pool-1_1B:N9:Q8:12	1.3688093	9.511981
293T_TFF1_DNA_Pool-1_1B:N9:T8:03	2.2023766	8.070673
293T_TFF1_DNA_Pool-1_1B:O0:M0:12	-1.5409011	8.647121
293T_TFF1_DNA_Pool-1_1B:O7:84:04	-0.4631986	7.714194
293T_TFF1_DNA_Pool-1_1B:O7:H2:12	0.95163435	7.321683
293T_TFF1_DNA_Pool-1_1B:O7:Q8:02	-1.4608692	8.369888
293T_TFF1_DNA_Pool-1_1B:O7:U6:02	1.2719728	7.3996053
293T_TFF1_DNA_Pool-1_1B:O8:46:12	1.1912711	10.446059
293T_TFF1_DNA_Pool-1_1B:P5:E2:01	-0.6963496	10.204785
293T_TFF1_DNA_Pool-1_1B:P9:O9:03	0.32003874	8.792254
293T_TFF1_DNA_Pool-1_1B:Q0:84:04	-0.3816257	6.6820645
293T_TFF1_DNA_Pool-1_1B:Q3:E2:06	0.025242861	7.7491255
293T_TFF1_DNA_Pool-1_1B:Q7:O6:11	-1.0618619	7.4561048
293T_TFF1_DNA_Pool-1_1B:Q8:G8:01	0.49544835	8.177908
293T_TFF1_DNA_Pool-1_1B:Q8:Z8:12	-1.1413912	8.172106
293T_TFF1_DNA_Pool-1_1B:S0:Y5:07	-0.081839114	6.353318
293T_TFF1_DNA_Pool-1_1B:S7:0W:12	-0.9955354	10.778858
293T_TFF1_DNA_Pool-1_1B:S7:54:12	-2.2292175	6.959268
293T_TFF1_DNA_Pool-1_1B:S7:94:07	0.90471625	9.477735
293T_TFF1_DNA_Pool-1_1B:S7:H8:02	2.168611	7.706799
293T_TFF1_DNA_Pool-1_1B:S7:J0:02	-2.3281953	7.7340217
293T_TFF1_DNA_Pool-1_1B:S7:L0:07	-2.4862316	8.759229
293T_TFF1_DNA_Pool-1_1B:S8:08:12	-0.014130429	9.837532
293T_TFF1_DNA_Pool-1_1B:S8:84:04	-0.36408323	8.204164
293T_TFF1_DNA_Pool-1_1B:S8:P0:02	0.09449146	7.5910225
293T_TFF1_DNA_Pool-1_1B:U8:L0:02	-2.1983361	9.627668
293T_TFF1_DNA_Pool-1_1B:U8:L8:02	-1.3343321	7.52658
293T_TFF1_DNA_Pool-1_1B:V1:Y2:02	-2.430107	7.0933456
293T_TFF1_DNA_Pool-1_1B:V2:0W:03	0.8713859	8.226552
293T_TFF1_DNA_Pool-1_1B:V2:50:01	1.2040367	8.611525
293T_TFF1_DNA_Pool-1_1B:V5:T7:01	2.1724806	8.214165
293T_TFF1_DNA_Pool-1_1B:V6:F3:02	0.003868148	8.388238
293T_TFF1_DNA_Pool-1_1B:V9:20:07	0.28916332	9.372185
293T_TFF1_DNA_Pool-1_1B:W8:O6:01	1.5374129	7.9846115
293T_TFF1_DNA_Pool-1_1B:W8:X3:07	-0.43160847	7.919478
293T_TFF1_DNA_Pool-1_1B:X1:T4:12	0.4140441	8.781771
293T_TFF1_DNA_Pool-1_1B:X5:09:12	-0.042608123	9.854957
293T_TFF1_DNA_Pool-1_1B:X5:0R:04	-1.0107851	6.0054374
293T_TFF1_DNA_Pool-1_1B:X5:17:12	0.93642884	8.583517
293T_TFF1_DNA_Pool-1_1B:X5:37:01	-0.73482794	10.628995
293T_TFF1_DNA_Pool-1_1B:X5:72:01	-1.7030817	8.866675
293T_TFF1_DNA_Pool-1_1B:X5:84:04	-1.0006762	9.813329
293T_TFF1_DNA_Pool-1_1B:X5:90:02	0.9881375	6.776755
293T_TFF1_DNA_Pool-1_1B:X5:J3:01	-2.217149	9.707983
293T_TFF1_DNA_Pool-1_1B:X6:84:04	-0.36136308	7.01805
293T_TFF1_DNA_Pool-1_1B:Y7:20:07	0.6048416	7.6532626
293T_TFF1_DNA_Pool-1_1B:Z2:56:02	0.5791165	8.998007
