barcode	raw	cisTopic	FITS	scOpen	MAGIC	PUscOpen	cicero	scbasset	scbasset_puscopen	scbasset_cistopic	scbasset_cistopic_puscopen
293T_TFF1_DNA_Pool-1_1D:B5:T0:07	62	2946.11	2.30019e+06	1.56786e+06	830156	420352	77.0262	62	375241	140	150
293T_TFF1_DNA_Pool-1_1D:B5:T4:07	53	2917.68	0	855752	767957	1.00161e+07	60.1206	53	3.35155e+07	135	143
293T_TFF1_DNA_Pool-1_1D:B6:0I:12	22	2928.99	509642	2.78909e+06	956494	125737	29.6292	22	465888	98	108
293T_TFF1_DNA_Pool-1_1D:B6:25:03	20	2298.21	1.63033e+06	486753	220295	0	21.5739	20	0	81	90
293T_TFF1_DNA_Pool-1_1D:B6:Y2:02	55	1519.79	0	2.02931e+06	1.13411e+06	6.61827e+06	68.5827	55	1.04422e+07	94	108
293T_TFF1_DNA_Pool-1_1D:C0:B2:12	97	3391.7	1.20764e+06	1.10888e+06	879626	1.61095e+06	113.52	97	1.02736e+06	184	194
293T_TFF1_DNA_Pool-1_1D:C0:Y2:03	27	1378.89	0	617211	854132	513689	32.8318	27	597334	65	70
293T_TFF1_DNA_Pool-1_1D:C4:B2:12	79	4049.28	1.29024e+06	1.13724e+06	840104	478543	92.6584	79	253106	187	206
293T_TFF1_DNA_Pool-1_1D:C7:58:07	32	5491.03	1.61333e+06	573016	799638	1.1616e-22	35.2757	32	0	173	184
293T_TFF1_DNA_Pool-1_1D:C7:Q8:07	68	1266.84	370880	1.16366e+06	851816	120347	81.1475	68	187142	104	111
293T_TFF1_DNA_Pool-1_1D:C8:S6:12	22	3775.12	0	487049	768045	329455	27.341	22	0	121	134
293T_TFF1_DNA_Pool-1_1D:D1:F2:07	172	18259.9	0	2.06289e+06	2.06534e+06	2.74245e+06	202.422	172	2.62207e+06	694	750
293T_TFF1_DNA_Pool-1_1D:D2:28:07	26	1575.44	0	585413	630331	0	31.6148	26	79110.7	69	72
293T_TFF1_DNA_Pool-1_1D:E0:Q0:03	30	1755.72	305020	1.02041e+06	826505	526803	34.2286	30	1.23566e+06	77	83
293T_TFF1_DNA_Pool-1_1D:E3:17:07	34	5555.65	2.35482e+06	858023	736894	1.39633e+06	43.2791	34	4.00802e+06	179	191
293T_TFF1_DNA_Pool-1_1D:E3:28:07	96	748.229	0	942033	744215	0	108.052	96	76131.7	116	119
293T_TFF1_DNA_Pool-1_1D:E3:G8:01	103	3551.18	561004	1.41457e+06	771014	736262	116.903	103	729550	191	207
293T_TFF1_DNA_Pool-1_1D:E3:J8:07	59	2088.12	0	706271	834400	5.63336e-34	66.268	59	61468.5	114	119
293T_TFF1_DNA_Pool-1_1D:E3:T0:07	119	2572.55	1.40842e+06	1.4566e+06	1.10691e+06	514787	140.666	119	180222	191	200
293T_TFF1_DNA_Pool-1_1D:E3:W2:07	116	2150.1	0	1.33192e+06	1.19843e+06	615503	134.515	116	624532	172	184
293T_TFF1_DNA_Pool-1_1D:E4:T0:07	47	1535.71	185678	537364	768064	1.35513e+06	56.4153	47	1.07783e+06	87	92
293T_TFF1_DNA_Pool-1_1D:E4:X3:12	32	1534.26	2.27007e+06	818146	823287	121256	41.3953	32	322764	74	83
293T_TFF1_DNA_Pool-1_1D:E7:54:07	22	2720.79	1.25499e+06	878844	806429	29600.3	27.3044	22	40646.7	96	103
293T_TFF1_DNA_Pool-1_1D:E7:Y2:02	33	1048.92	2.17148e+06	1.28387e+06	217310	685594	45.4742	33	666980	61	67
293T_TFF1_DNA_Pool-1_1D:F1:37:07	41	1430.62	197750	590233	813400	0	43.836	41	0	81	84
293T_TFF1_DNA_Pool-1_1D:F1:T4:07	55	3125.08	1.38816e+06	1.00563e+06	800877	6.49388e+06	69.5371	55	1.24875e+07	139	153
293T_TFF1_DNA_Pool-1_1D:F1:Y6:07	112	966.812	0	1.32595e+06	972356	861767	128.506	112	3.44791e+06	138	145
293T_TFF1_DNA_Pool-1_1D:F2:54:07	31	2125.71	1.70397e+06	448101	711812	124992	38.221	31	191284	87	92
293T_TFF1_DNA_Pool-1_1D:F2:B6:07	24	3854.67	1.78356e+06	412758	735456	750372	28.2255	24	727326	123	135
293T_TFF1_DNA_Pool-1_1D:F2:F2:03	40	1549.37	2.39514e+06	840604	984490	692219	45.6663	40	0	83	88
293T_TFF1_DNA_Pool-1_1D:F2:Y2:02	54	3416.27	0	1.31536e+06	776738	403291	69.2056	54	524444	146	164
293T_TFF1_DNA_Pool-1_1D:F7:0F:07	41	741.922	1.11906e+06	811265	776617	261364	47.7061	41	524052	62	66
293T_TFF1_DNA_Pool-1_1D:F7:F8:03	61	13648.7	0	594653	831078	596910	68.5276	61	431453	450	474
293T_TFF1_DNA_Pool-1_1D:F9:0R:07	71	4976.12	1.64123e+06	784013	755297	14454.5	82.9898	71	71321.1	199	215
293T_TFF1_DNA_Pool-1_1D:F9:24:07	41	4686.35	1.84246e+06	507556	745634	1.1616e-22	45.07	41	0	164	180
293T_TFF1_DNA_Pool-1_1D:G4:T2:07	31	4724.48	1.75575e+06	771005	771686	1.10432e+07	40.2863	31	0	152	165
293T_TFF1_DNA_Pool-1_1D:G8:B2:07	21	2008.51	1.59204e+06	407343	514401	0	23.7996	21	0	76	82
293T_TFF1_DNA_Pool-1_1D:G8:E6:03	99	2509.79	806681	1.40035e+06	1.23272e+06	337763	111.497	99	544635	167	179
293T_TFF1_DNA_Pool-1_1D:G8:P8:07	25	6392.47	1.63188e+06	620736	795945	691854	30.1967	25	113248	205	223
293T_TFF1_DNA_Pool-1_1D:H2:54:12	21	2665.92	1.88577e+06	798055	698825	8.48186e+06	24.0162	21	2.92458e+06	93	104
293T_TFF1_DNA_Pool-1_1D:H2:J0:07	29	1955.61	0	616912	732316	123684	34.605	29	522788	81	91
293T_TFF1_DNA_Pool-1_1D:H6:84:07	33	1224.72	0	2.06196e+06	854324	682331	45.9155	33	517322	67	71
293T_TFF1_DNA_Pool-1_1D:H6:A4:07	52	690.198	1.85481e+06	654047	951827	852029	60.4777	52	167692	69	74
293T_TFF1_DNA_Pool-1_1D:I4:B2:12	93	2964.84	2.07589e+06	962164	864140	124159	107.376	93	88291.5	174	186
293T_TFF1_DNA_Pool-1_1D:I4:E2:03	72	1041.65	0	864137	799646	54669.7	81.9947	72	122887	101	107
293T_TFF1_DNA_Pool-1_1D:I4:H6:07	20	1592.7	0	377317	841481	0	23.3152	20	0	64	66
293T_TFF1_DNA_Pool-1_1D:I7:C8:03	43	936.171	1.24714e+06	1.90662e+06	737660	1.80247e+06	55.2897	43	1.1888e+06	70	73
293T_TFF1_DNA_Pool-1_1D:I8:93:03	25	1637.8	2.07676e+06	619562	720469	644466	28.4617	25	1.22894e+06	68	75
293T_TFF1_DNA_Pool-1_1D:J1:93:07	41	2111.3	0	669836	686227	0	50.6174	41	0	96	98
293T_TFF1_DNA_Pool-1_1D:J1:A5:12	56	6365.88	1.59073e+06	836197	769409	0	64.4	56	73476.7	228	251
293T_TFF1_DNA_Pool-1_1D:J1:D4:07	28	1190.73	1.1984e+06	490707	762013	1.22868e+06	31.0998	28	1.40999e+06	58	64
293T_TFF1_DNA_Pool-1_1D:J1:F8:07	132	855.417	955922	1.51892e+06	1.01878e+06	374942	154.873	132	436246	155	163
293T_TFF1_DNA_Pool-1_1D:J1:G9:12	24	4897.06	0	464343	737420	182911	26.8128	24	236588	158	175
293T_TFF1_DNA_Pool-1_1D:J1:Q4:12	25	795.27	2.13826e+06	920894	996158	0	29.3688	25	79110.7	45	48
293T_TFF1_DNA_Pool-1_1D:J1:R0:01	99	43999	0	1.16552e+06	832227	313264	114.229	99	428760	1272	1374
293T_TFF1_DNA_Pool-1_1D:J1:Y2:02	142	636.553	2.05601e+06	1.80436e+06	1.19521e+06	491959	170.186	142	679934	156	160
293T_TFF1_DNA_Pool-1_1D:K0:0F:04	31	2739.37	1.12617e+06	833246	648496	87267.7	38.5233	31	193771	106	116
293T_TFF1_DNA_Pool-1_1D:K0:X7:12	61	3759.92	1.71973e+06	949209	700357	391200	71.7411	61	712596	162	189
293T_TFF1_DNA_Pool-1_1D:K0:Y2:02	37	680.602	1.79955e+06	1.9883e+06	717991	0	46.752	37	79110.7	56	58
293T_TFF1_DNA_Pool-1_1D:K7:E6:07	26	1276.06	185433	470574	707808	0	28.3936	26	0	60	61
293T_TFF1_DNA_Pool-1_1D:K7:F2:12	36	2088.94	0	619355	764719	1.83228e+06	47.0815	36	501443	94	106
293T_TFF1_DNA_Pool-1_1D:K8:17:07	20	1688.29	1.82672e+06	772687	847680	0	23.216	20	0	63	66
293T_TFF1_DNA_Pool-1_1D:L1:F2:07	91	2410.3	258202	845565	838412	4.83274e-36	104.14	91	55330.5	155	170
293T_TFF1_DNA_Pool-1_1D:L2:66:07	25	710.452	2.46244e+06	1.88695e+06	638492	40267.1	32.5987	25	187762	44	48
293T_TFF1_DNA_Pool-1_1D:L2:M1:01	24	2236.79	2.2719e+06	530975	240358	0	25.4082	24	0	84	87
293T_TFF1_DNA_Pool-1_1D:L6:0I:07	29	2606.29	1.60436e+06	564442	600394	0	33.5483	29	0	98	107
293T_TFF1_DNA_Pool-1_1D:L6:S6:07	48	11931	355363	1.03463e+06	678952	855323	58.1555	48	782176	367	404
293T_TFF1_DNA_Pool-1_1D:L6:T2:12	35	894.536	0	1.62035e+06	746192	1.03477e+06	45.6311	35	788537	59	65
293T_TFF1_DNA_Pool-1_1D:L9:C0:12	580	1375.51	8.64776e+06	3.56344e+06	8.9929e+06	1.05778e+06	673.467	580	1.20783e+06	608	630
293T_TFF1_DNA_Pool-1_1D:M0:76:03	44	1965.07	0	523070	781323	0	54.3946	44	53712.1	97	104
293T_TFF1_DNA_Pool-1_1D:M0:76:07	21	2089.1	399210	1.17461e+06	753292	7.56734e+06	24.1183	21	8.29383e+06	78	88
293T_TFF1_DNA_Pool-1_1D:M0:F2:07	93	1781.47	1.83013e+06	1.0904e+06	831179	297707	112.124	93	455683	143	153
293T_TFF1_DNA_Pool-1_1D:M0:J0:07	29	3384.62	1.62882e+06	621435	544460	0	33.9359	29	53712.1	119	132
293T_TFF1_DNA_Pool-1_1D:M0:O6:07	21	2789.94	0	999300	730136	0	24.7223	21	0	96	101
293T_TFF1_DNA_Pool-1_1D:M0:Q8:07	39	769.571	0	592972	837673	0	45.6255	39	379051	60	61
293T_TFF1_DNA_Pool-1_1D:M3:N8:07	20	1858.6	923250	1.23372e+06	842724	0	23.4712	20	79110.7	69	75
293T_TFF1_DNA_Pool-1_1D:M3:S9:07	22	4800.11	2.0559e+06	560118	769743	572361	24.1778	22	0	149	161
293T_TFF1_DNA_Pool-1_1D:M3:Y2:02	63	8519.33	0	1.82163e+06	849227	329978	76.9305	63	626673	306	332
293T_TFF1_DNA_Pool-1_1D:M4:97:07	112	2091.05	1.29027e+06	1.03771e+06	730262	1.04025e+06	124.646	112	512112	167	181
293T_TFF1_DNA_Pool-1_1D:M4:Z3:07	59	3138.59	1.35193e+06	676394	872220	130738	74.5359	59	270106	142	159
293T_TFF1_DNA_Pool-1_1D:N2:K5:07	43	2369.92	1.6254e+06	805364	843279	496279	49.2453	43	201420	107	117
293T_TFF1_DNA_Pool-1_1D:N2:M8:07	20	956.829	1.2889e+06	1.32413e+06	831014	3.30405e+06	29.4831	20	2.38325e+06	47	50
293T_TFF1_DNA_Pool-1_1D:N5:A4:12	43	15416.4	0	552065	769451	283605	49.8974	43	446746	466	502
293T_TFF1_DNA_Pool-1_1D:N5:B2:07	24	961.718	2.20884e+06	802966	746437	0	31.2465	24	0	52	56
293T_TFF1_DNA_Pool-1_1D:N5:F3:07	56	2912.01	701360	1.12428e+06	783448	49814.4	71.0056	56	53712.1	132	144
293T_TFF1_DNA_Pool-1_1D:N9:0N:07	62	1276.37	0	1.15578e+06	719286	1.05113e-20	79.6128	62	112158	96	102
293T_TFF1_DNA_Pool-1_1D:N9:0R:07	68	448.149	2.07353e+06	1.1158e+06	777396	0	77.5668	68	79110.7	79	83
293T_TFF1_DNA_Pool-1_1D:N9:0W:03	51	1621.1	1.46721e+06	1.07841e+06	862156	1.61095e+06	60.3822	51	553317	91	95
293T_TFF1_DNA_Pool-1_1D:N9:46:07	53	1323.73	755250	1.28926e+06	1.12733e+06	75280.1	69.1291	53	150852	88	94
293T_TFF1_DNA_Pool-1_1D:N9:84:12	69	10127.7	342101	906719	806568	2.8496e+06	78.7997	69	1.47817e+06	360	390
293T_TFF1_DNA_Pool-1_1D:N9:A4:07	546	6469.05	0	2.53261e+06	6.35656e+06	2.24866e+06	610.59	546	1.99025e+06	690	738
293T_TFF1_DNA_Pool-1_1D:N9:E6:07	148	13205.6	0	1.86424e+06	1.25479e+06	1.03792e+06	172.475	148	1.13256e+06	517	570
293T_TFF1_DNA_Pool-1_1D:N9:F3:07	93	1937.85	797787	1.58746e+06	1.21474e+06	1.62342e+06	117.97	93	1.55805e+06	145	158
293T_TFF1_DNA_Pool-1_1D:N9:H6:03	76	1938.11	1.38178e+06	1.07874e+06	953000	45050.3	89.6522	76	33205.1	126	137
293T_TFF1_DNA_Pool-1_1D:N9:M8:07	72	14939	878644	985482	678568	618172	81.1438	72	694276	501	550
293T_TFF1_DNA_Pool-1_1D:N9:P3:04	23	1098.73	0	332079	761990	0	30.9264	23	0	54	60
293T_TFF1_DNA_Pool-1_1D:N9:Q8:07	204	3264.66	1.32185e+06	1.44858e+06	751712	772513	232.098	204	590290	288	305
293T_TFF1_DNA_Pool-1_1D:N9:T7:07	40	3302.77	1.83393e+06	842343	799501	238165	48.7888	40	117075	130	136
293T_TFF1_DNA_Pool-1_1D:N9:U5:08	32	2155.94	1.74294e+06	461531	792880	0	33.4529	32	0	88	97
293T_TFF1_DNA_Pool-1_1D:N9:W2:07	146	2319.28	0	1.70108e+06	1.25477e+06	1.24486e+06	169.743	146	2.74977e+06	209	223
293T_TFF1_DNA_Pool-1_1D:N9:Y2:02	171	1617.18	2.40829e+06	2.93489e+06	954828	957740	205.992	171	921710	209	223
293T_TFF1_DNA_Pool-1_1D:N9:Z3:05	283	2310.17	2.44316e+06	1.9698e+06	2.14912e+06	1.10417e+06	322.99	283	1.22592e+06	334	359
293T_TFF1_DNA_Pool-1_1D:O7:76:07	24	929.283	117099	640864	17948.1	0	27.8565	24	0	49	50
293T_TFF1_DNA_Pool-1_1D:O7:93:12	437	22623.1	2.65147e+06	3.08689e+06	5.75093e+06	3.77578e+06	504.78	437	7.96516e+06	1021	1088
293T_TFF1_DNA_Pool-1_1D:O7:C8:12	31	2065.76	0	921117	805962	3.14356e+06	41.6435	31	162413	85	89
293T_TFF1_DNA_Pool-1_1D:O7:I9:12	34	1950.07	0	359159	767262	264355	43.1321	34	350305	86	96
293T_TFF1_DNA_Pool-1_1D:O7:K1:07	36	2792.26	0	497361	960748	0	38.5832	36	79110.7	109	122
293T_TFF1_DNA_Pool-1_1D:O7:L7:03	40	2545.95	457040	1.54086e+06	967676	175849	48.2391	40	688667	107	116
293T_TFF1_DNA_Pool-1_1D:O7:X8:12	29	4685.82	197397	703308	817280	136306	34.0064	29	0	150	164
293T_TFF1_DNA_Pool-1_1D:P5:A4:12	30	984.981	2.07063e+06	449772	741493	0	36.5885	30	0	58	60
293T_TFF1_DNA_Pool-1_1D:P5:Y2:07	43	4610.91	1.22461e+06	1.50561e+06	818238	7.20957e+06	50.7642	43	1.00185e+07	165	185
293T_TFF1_DNA_Pool-1_1D:P6:61:07	42	1565.74	1.29425e+06	838673	642410	0	50.4848	42	79110.7	84	86
293T_TFF1_DNA_Pool-1_1D:Q0:N7:03	44	1023.12	0	954965	743269	975215	57.1426	44	0	72	76
293T_TFF1_DNA_Pool-1_1D:Q0:X4:12	100	1999.77	0	1.39598e+06	842646	370849	118.066	100	638422	151	166
293T_TFF1_DNA_Pool-1_1D:Q3:F2:07	110	5660.47	1.53712e+06	1.25964e+06	898007	291517	136.691	110	335256	254	278
293T_TFF1_DNA_Pool-1_1D:Q3:Y2:02	54	11121.1	0	2.85291e+06	871328	5.98466e+06	68.3942	54	697803	352	375
293T_TFF1_DNA_Pool-1_1D:Q8:Y2:02	53	6288.61	2.12603e+06	2.02923e+06	770256	634395	69.0362	53	911763	219	245
293T_TFF1_DNA_Pool-1_1D:R1:54:03	42	1888.23	2.09527e+06	576191	135332	0	51.9509	42	0	91	96
293T_TFF1_DNA_Pool-1_1D:R1:76:07	20	749.603	0	1.07934e+06	40018	0	22.0099	20	79110.7	40	43
293T_TFF1_DNA_Pool-1_1D:R6:0N:04	21	3521.2	1.37808e+06	274115	15734	0	24.123	21	0	114	122
293T_TFF1_DNA_Pool-1_1D:R6:Y2:02	40	13830.5	785981	1.32091e+06	759483	676896	49.2509	40	422198	365	399
293T_TFF1_DNA_Pool-1_1D:R9:F3:03	22	2224.15	0	635267	662842	722110	27.1356	22	928245	85	91
293T_TFF1_DNA_Pool-1_1D:R9:T4:07	73	2326.61	0	1.01926e+06	895197	1.14444e+06	83.2718	73	1.57525e+06	136	146
293T_TFF1_DNA_Pool-1_1D:S0:84:07	36	2754.83	0	623558	720011	0	40.1851	36	43298	110	120
293T_TFF1_DNA_Pool-1_1D:S3:F3:07	39	520.676	2.11961e+06	1.00554e+06	874332	302568	48.9566	39	464380	53	56
293T_TFF1_DNA_Pool-1_1D:S3:S6:12	25	14897.9	2.67674e+06	1.05913e+06	817683	0	33.829	25	0	381	412
293T_TFF1_DNA_Pool-1_1D:S7:0R:07	61	1095.9	684374	993419	845069	383895	79.2806	61	511293	91	99
293T_TFF1_DNA_Pool-1_1D:S7:54:03	74	5308.43	487584	808456	791730	1.08632e+06	86.0077	74	411543	217	243
293T_TFF1_DNA_Pool-1_1D:S7:A4:07	209	5345.24	1.01788e+06	1.62249e+06	1.30073e+06	796175	232.238	209	880176	348	368
293T_TFF1_DNA_Pool-1_1D:S7:A6:01	134	1369.38	543082	1.10004e+06	1.06178e+06	640197	154.932	134	692896	168	174
293T_TFF1_DNA_Pool-1_1D:S7:B8:07	33	2994.91	207031	583034	701073	208979	42.9995	33	149963	113	127
293T_TFF1_DNA_Pool-1_1D:S7:G1:03	99	10073.4	1.48218e+06	1.73914e+06	896616	419382	121.627	99	980380	351	380
293T_TFF1_DNA_Pool-1_1D:S7:G2:11	35	3744.71	1.59283e+06	520423	761905	0	36.6565	35	0	129	143
293T_TFF1_DNA_Pool-1_1D:S7:G8:01	58	2184	2.34843e+06	1.12447e+06	763693	0	68.4518	58	0	118	123
293T_TFF1_DNA_Pool-1_1D:S7:Y2:12	41	1601.26	2.09195e+06	733236	835700	2.8746e+06	51.9328	41	2.56707e+06	85	90
293T_TFF1_DNA_Pool-1_1D:S8:09:07	25	12579.7	1.54784e+06	517183	789511	0	29.0121	25	84868.4	359	391
293T_TFF1_DNA_Pool-1_1D:S8:54:07	73	2746.54	0	1.40059e+06	885629	9.28726e+06	87.3475	73	79110.7	146	159
293T_TFF1_DNA_Pool-1_1D:S8:B6:07	35	2312	0	459349	668472	0	43.5664	35	41159.9	97	102
293T_TFF1_DNA_Pool-1_1D:S8:Q5:07	38	1509.39	0	855777	743250	0	48.522	38	79110.7	76	82
293T_TFF1_DNA_Pool-1_1D:S8:R4:07	31	1477.15	395377	613397	859768	0	35.72	31	63120.6	71	76
293T_TFF1_DNA_Pool-1_1D:T1:Q8:07	71	11787	2.86469e+06	1.11561e+06	772910	1.29648e+06	78.7329	71	2.47604e+06	386	418
293T_TFF1_DNA_Pool-1_1D:T1:R4:07	25	5530.07	116941	766723	195017	8.74557e+06	29.2209	25	0	174	186
293T_TFF1_DNA_Pool-1_1D:U3:M1:01	188	2592.93	0	1.3338e+06	904366	290647	211.029	188	345605	247	254
293T_TFF1_DNA_Pool-1_1D:U3:Y2:02	50	1705.64	0	2.08942e+06	768599	171139	61.7759	50	112806	97	108
293T_TFF1_DNA_Pool-1_1D:U4:0R:07	40	851.638	1.39452e+06	754146	747664	0	45.5384	40	53712.1	63	67
293T_TFF1_DNA_Pool-1_1D:U4:97:03	30	3303.7	1.39226e+06	1.13114e+06	685286	0	40.8102	30	0	116	123
293T_TFF1_DNA_Pool-1_1D:U4:N0:12	20	657.365	1.44501e+06	722506	188270	475278	26.5724	20	339375	37	41
293T_TFF1_DNA_Pool-1_1D:U4:N8:07	24	1358.23	0	628980	750345	0	27.4452	24	0	63	70
293T_TFF1_DNA_Pool-1_1D:U4:T2:07	66	3258.6	2.12554e+06	913223	779836	152473	76.7898	66	381258	154	164
293T_TFF1_DNA_Pool-1_1D:U7:0J:07	42	766.972	0	766480	769238	2.18009e+06	46.3975	42	0	61	64
293T_TFF1_DNA_Pool-1_1D:U7:46:12	267	3533.86	0	2.19021e+06	2.13248e+06	4.85528e+06	299.745	267	4.84528e+06	359	382
293T_TFF1_DNA_Pool-1_1D:V1:08:03	24	849.076	0	956209	778885	168373	25.8255	24	0	47	53
293T_TFF1_DNA_Pool-1_1D:V1:Y2:02	73	1310.96	2.15678e+06	1.704e+06	895404	656840	93.3196	73	853605	106	109
293T_TFF1_DNA_Pool-1_1D:V2:94:07	32	1861.21	667028	997162	731023	0	40.1695	32	79110.7	82	89
293T_TFF1_DNA_Pool-1_1D:V2:W1:07	59	694.96	1.09964e+06	1.00408e+06	768915	0	72.9445	59	101382	76	79
293T_TFF1_DNA_Pool-1_1D:V5:Z3:07	32	13406.5	1.09457e+06	946415	779864	0	41.1099	32	0	408	446
293T_TFF1_DNA_Pool-1_1D:V6:94:07	49	1432.41	197983	583636	773250	143252	57.4621	49	284674	88	94
293T_TFF1_DNA_Pool-1_1D:V6:Z3:07	94	2395.08	1.30261e+06	1.16341e+06	867376	31196.2	111.324	94	97454.3	157	168
293T_TFF1_DNA_Pool-1_1D:V9:P8:07	31	2144.6	125674	640502	209450	735437	33.0476	31	411029	93	102
293T_TFF1_DNA_Pool-1_1D:V9:X3:12	20	1095.31	0	625716	760957	63739.6	22.8564	20	67365.9	49	53
293T_TFF1_DNA_Pool-1_1D:W0:F3:07	91	9799.7	835764	1.18302e+06	957993	320966	105.96	91	242600	367	398
293T_TFF1_DNA_Pool-1_1D:W0:G9:07	61	2610.33	1.84798e+06	887936	904585	9.96484e+06	68.3798	61	2.11638e+06	132	143
293T_TFF1_DNA_Pool-1_1D:W0:N8:07	26	6030.23	0	450815	775050	9.0984e-15	29.813	26	0	183	199
293T_TFF1_DNA_Pool-1_1D:W0:W2:07	33	2052.64	0	1.02033e+06	826414	508356	40.5565	33	781160	84	87
293T_TFF1_DNA_Pool-1_1D:W3:X7:12	49	9265.86	0	555269	644282	0	55.3614	49	0	309	332
293T_TFF1_DNA_Pool-1_1D:W7:E1:07	25	1370.54	0	546141	11463.4	379781	27.0517	25	47162.1	63	66
293T_TFF1_DNA_Pool-1_1D:W8:Y2:07	68	3000.89	2.02988e+06	890025	727651	413274	79.1942	68	648792	147	157
293T_TFF1_DNA_Pool-1_1D:X2:N3:07	47	9309.28	2.7489e+06	1.33222e+06	878139	0	60.5377	47	79110.7	305	323
293T_TFF1_DNA_Pool-1_1D:X5:14:07	41	1083.89	120162	568492	802035	146078	44.8487	41	223286	70	75
293T_TFF1_DNA_Pool-1_1D:X5:17:07	68	2625.15	1.87822e+06	982350	810034	212123	86.7313	68	394763	139	152
293T_TFF1_DNA_Pool-1_1D:X5:41:07	88	16272.8	754171	1.09335e+06	866435	212249	104.018	88	209107	464	504
293T_TFF1_DNA_Pool-1_1D:X5:69:07	72	2316.7	3.72064e+06	1.36164e+06	744767	492226	80.5315	72	365874	129	138
293T_TFF1_DNA_Pool-1_1D:X5:A0:07	97	3751.74	0	1.13153e+06	931990	0	115.233	97	136608	193	205
293T_TFF1_DNA_Pool-1_1D:X5:A4:07	370	1556.28	0	2.47048e+06	3.16453e+06	774169	436.68	370	1.50752e+06	399	428
293T_TFF1_DNA_Pool-1_1D:X5:C0:07	59	1211.38	1.05199e+06	1.26888e+06	865254	95774.7	73.9758	59	147876	91	97
293T_TFF1_DNA_Pool-1_1D:X5:D4:07	58	3569.06	2.12798e+06	983022	913832	108839	73.6902	58	259487	159	168
293T_TFF1_DNA_Pool-1_1D:X5:D7:07	35	3216.18	1.7262e+06	821007	533252	0	45.6518	35	128864	125	137
293T_TFF1_DNA_Pool-1_1D:X5:H4:07	39	2698.64	0	773293	773305	1.23838e+06	50.2059	39	1.18294e+06	110	115
293T_TFF1_DNA_Pool-1_1D:X5:I9:07	155	13061.6	1.98972e+06	1.48366e+06	875939	1.81793e+06	190.484	155	2.7521e+06	535	577
293T_TFF1_DNA_Pool-1_1D:X5:J3:07	68	2954.55	619026	593066	802978	5.57104e+06	73.1074	68	1.81586e+06	145	155
293T_TFF1_DNA_Pool-1_1D:X5:O6:12	70	18279.1	2.25292e+06	1.29657e+06	967207	2.94294e+06	84.0715	70	3.10701e+06	526	571
293T_TFF1_DNA_Pool-1_1D:X5:O9:07	78	1484.72	0	863514	900377	44577.1	89.7406	78	1.1562e+06	116	124
293T_TFF1_DNA_Pool-1_1D:X5:T8:07	65	14495.8	1.97017e+06	977006	826551	0	76.7846	65	0	467	489
293T_TFF1_DNA_Pool-1_1D:X5:X0:07	30	4358.03	1.89754e+06	918609	882715	0	39.6303	30	0	140	152
293T_TFF1_DNA_Pool-1_1D:X5:Z0:07	69	10608.6	2.05238e+06	1.55172e+06	1.2063e+06	316473	89.0997	69	663202	345	372
293T_TFF1_DNA_Pool-1_1D:X6:0O:07	393	2365.03	2.35167e+06	2.19972e+06	2.66314e+06	638258	449.432	393	970253	449	468
293T_TFF1_DNA_Pool-1_1D:X6:T4:12	48	3304.52	0	1.06133e+06	938310	1.775e+06	62.5135	48	1.45828e+06	131	148
293T_TFF1_DNA_Pool-1_1D:X9:T0:12	34	2395.66	2.10349e+06	592092	16374.4	1.02467e+06	38.2761	34	735569	104	112
293T_TFF1_DNA_Pool-1_1D:Y3:M0:12	138	1612.39	0	1.28681e+06	861060	572127	153.195	138	607574	179	189
293T_TFF1_DNA_Pool-1_1D:Y3:M4:07	91	2014.95	1.6781e+06	1.15621e+06	1.06781e+06	208335	101.405	91	111856	147	155
293T_TFF1_DNA_Pool-1_1D:Y3:U5:01	48	2380.9	170049	637286	875077	59793.9	57.7729	48	160323	116	125
293T_TFF1_DNA_Pool-1_1D:Z1:A4:12	39	2335.23	285992	490662	773460	207674	46.745	39	384530	102	116
293T_TFF1_DNA_Pool-1_1D:Z5:P3:07	22	2090.01	1.69807e+06	671206	866141	375623	25.1033	22	533248	77	81
293T_TFF1_DNA_Pool-1_1C:08:M8:11	36	614.041	875048	1.04758e+06	830965	0	43.5442	36	0	53	55
293T_TFF1_DNA_Pool-1_1C:0A:H6:11	20	1912.31	0	420816	14578.9	133759	21.6577	20	1.06839e+06	70	78
293T_TFF1_DNA_Pool-1_1C:0E:0R:07	29	1533.8	1.11014e+06	1.99798e+06	637666	9.29188e+06	30.8013	29	1.61611e+07	71	77
293T_TFF1_DNA_Pool-1_1C:0H:T0:11	35	11266.5	2.15993e+06	626285	747831	3.90248e-30	40.6663	35	59585.9	314	354
293T_TFF1_DNA_Pool-1_1C:0I:50:07	25	2322.47	485011	540646	644550	0	27.9485	25	0	88	98
293T_TFF1_DNA_Pool-1_1C:0Q:F8:08	31	956.047	0	1.10355e+06	910413	1.50229e+06	42.8318	31	765704	58	61
293T_TFF1_DNA_Pool-1_1C:0X:29:02	34	6771.73	0	790833	841538	94962.7	39.7641	34	79110.7	215	231
293T_TFF1_DNA_Pool-1_1C:0X:G0:01	57	1437.36	0	631267	755803	74390	62.3078	57	354557	94	101
293T_TFF1_DNA_Pool-1_1C:0X:O5:11	21	2164.41	802137	2.51258e+06	735739	0	27.957	21	0	80	88
